purchased_id;payment_method;shipping_type;promo_code ;Frequency of Purchases;purchase_amount;customer_id;brand_id
1566;Cash;Next Day;Yes;Quarterly;88;466;565
1567;Credit Card;Free Shipping;Yes;Weekly;24;467;566
1568;Credit Card;Two Day;Yes;Every Three Months;51;468;567
1569;Bank Transfer;Free Shipping;Yes;Quarterly;38;469;568
1570;Debit Card;Two Day;Yes;Bi Weekly;46;470;569
1571;Cash;Express;Yes;Every Three Months;63;471;570
1572;Credit Card;Two Day;Yes;Quarterly;72;472;571
1573;Cash;Free Shipping;Yes;Quarterly;39;473;572
1574;Venmo;Store Pickup;Yes;Every Three Months;42;474;573
1575;Debit Card;Two Day;Yes;Quarterly;76;475;574
1576;Cash;Free Shipping;Yes;Annually;66;476;575
1577;Venmo;Free Shipping;Yes;Fortnightly;90;477;576
1578;Credit Card;Free Shipping;Yes;Weekly;56;478;577
1579;Debit Card;Free Shipping;Yes;Annually;43;479;578
1580;Bank Transfer;Store Pickup;Yes;Monthly;84;480;579
1581;Credit Card;Standard;Yes;Bi Weekly;88;481;580
1582;PayPal;Two Day;Yes;Fortnightly;88;482;581
1583;PayPal;Two Day;Yes;Annually;42;483;582
1584;Venmo;Store Pickup;Yes;Weekly;73;484;583
1585;Credit Card;Free Shipping;Yes;Quarterly;73;485;584
1586;Debit Card;Next Day;Yes;Fortnightly;44;486;585
1587;Debit Card;Store Pickup;Yes;Every Three Months;63;487;586
1588;Credit Card;Store Pickup;Yes;Quarterly;68;488;587
1589;Venmo;Standard;Yes;Weekly;29;489;588
1590;Venmo;Standard;Yes;Annually;85;490;589
1591;PayPal;Two Day;Yes;Monthly;42;491;590
1592;Bank Transfer;Two Day;Yes;Bi Weekly;69;492;591
1593;PayPal;Standard;Yes;Weekly;62;493;592
1594;Debit Card;Store Pickup;Yes;Bi Weekly;48;494;593
1595;PayPal;Express;Yes;Weekly;68;495;594
1596;Credit Card;Free Shipping;Yes;Fortnightly;36;496;595
1597;Venmo;Express;Yes;Fortnightly;63;497;596
1598;Bank Transfer;Free Shipping;Yes;Weekly;39;498;597
1599;PayPal;Free Shipping;Yes;Monthly;78;499;598
1600;Credit Card;Express;Yes;Monthly;99;500;599
1601;Bank Transfer;Next Day;Yes;Every Three Months;31;501;600
1602;Debit Card;Next Day;Yes;Annually;45;502;601
1603;Cash;Express;Yes;Fortnightly;30;503;602
1604;Credit Card;Next Day;Yes;Quarterly;24;504;603
1605;Bank Transfer;Free Shipping;Yes;Annually;22;505;604
1606;Credit Card;Express;Yes;Bi Weekly;63;506;605
1607;Cash;Two Day;Yes;Annually;40;507;606
1608;Bank Transfer;Store Pickup;Yes;Fortnightly;20;508;607
1609;Cash;Store Pickup;Yes;Quarterly;20;509;608
1610;Bank Transfer;Free Shipping;Yes;Weekly;80;510;609
1611;Credit Card;Two Day;Yes;Annually;87;511;610
1612;Debit Card;Free Shipping;Yes;Annually;46;512;611
1613;Credit Card;Next Day;Yes;Monthly;49;513;612
1614;PayPal;Store Pickup;Yes;Annually;65;514;613
1615;Debit Card;Standard;Yes;Quarterly;62;515;614
1616;Credit Card;Next Day;Yes;Monthly;67;516;615
1617;Cash;Two Day;Yes;Bi Weekly;41;517;616
1618;Debit Card;Free Shipping;Yes;Every Three Months;49;518;617
1619;PayPal;Next Day;Yes;Every Three Months;100;519;618
1620;Cash;Two Day;Yes;Quarterly;54;520;619
1621;Bank Transfer;Free Shipping;Yes;Quarterly;84;521;620
1622;Credit Card;Standard;Yes;Annually;41;522;621
1623;PayPal;Store Pickup;Yes;Quarterly;88;523;622
1624;Cash;Express;Yes;Quarterly;40;524;623
1625;Venmo;Free Shipping;Yes;Annually;39;525;624
1626;Credit Card;Next Day;Yes;Monthly;37;526;625
1627;Cash;Standard;Yes;Monthly;52;527;626
1628;Bank Transfer;Next Day;Yes;Every Three Months;23;528;627
1629;Venmo;Express;Yes;Annually;88;529;628
1630;Cash;Standard;Yes;Monthly;84;530;629
1631;Venmo;Store Pickup;Yes;Bi Weekly;37;531;630
1632;Bank Transfer;Next Day;Yes;Weekly;51;532;631
1633;Bank Transfer;Express;Yes;Every Three Months;76;533;632
1634;PayPal;Next Day;Yes;Weekly;60;534;633
1635;Bank Transfer;Next Day;Yes;Quarterly;72;535;634
1636;Credit Card;Free Shipping;Yes;Weekly;45;536;635
1637;Debit Card;Store Pickup;Yes;Every Three Months;84;537;636
1638;Credit Card;Store Pickup;Yes;Annually;49;538;637
1639;PayPal;Free Shipping;Yes;Weekly;22;539;638
1640;Cash;Store Pickup;Yes;Weekly;48;540;639
1641;Venmo;Next Day;Yes;Every Three Months;37;541;640
1642;Bank Transfer;Next Day;Yes;Bi Weekly;27;542;641
1643;Venmo;Next Day;Yes;Bi Weekly;79;543;642
1644;Debit Card;Express;Yes;Monthly;98;544;643
1645;Cash;Standard;Yes;Every Three Months;64;545;644
1646;Bank Transfer;Two Day;Yes;Annually;32;546;645
1647;Cash;Free Shipping;Yes;Bi Weekly;74;547;646
1648;Debit Card;Free Shipping;Yes;Weekly;50;548;647
1649;PayPal;Store Pickup;Yes;Every Three Months;64;549;648
1650;Cash;Express;Yes;Bi Weekly;29;550;649
1651;Cash;Store Pickup;Yes;Weekly;62;551;650
1652;Venmo;Two Day;Yes;Bi Weekly;78;552;651
1653;Bank Transfer;Express;Yes;Weekly;94;553;652
1654;Venmo;Express;Yes;Quarterly;59;554;653
1655;PayPal;Express;Yes;Weekly;47;555;654
1656;Bank Transfer;Express;Yes;Annually;57;556;655
1657;Credit Card;Store Pickup;Yes;Fortnightly;90;557;656
1658;PayPal;Free Shipping;Yes;Weekly;60;558;657
1659;Venmo;Express;Yes;Every Three Months;77;559;658
1660;Bank Transfer;Store Pickup;Yes;Monthly;41;560;659
1661;PayPal;Free Shipping;Yes;Annually;48;561;660
1662;Credit Card;Next Day;Yes;Fortnightly;65;562;661
1663;PayPal;Standard;Yes;Annually;62;563;662
1664;PayPal;Standard;Yes;Quarterly;99;564;663
1665;Cash;Next Day;Yes;Weekly;58;565;664
1666;Bank Transfer;Store Pickup;Yes;Weekly;43;566;665
1667;PayPal;Store Pickup;Yes;Fortnightly;93;567;666
1668;Venmo;Next Day;Yes;Fortnightly;50;568;667
1669;Bank Transfer;Free Shipping;Yes;Monthly;88;569;668
1670;PayPal;Express;Yes;Every Three Months;33;570;669
1671;Credit Card;Standard;Yes;Annually;99;571;670
1672;Venmo;Free Shipping;Yes;Weekly;76;572;671
1673;Credit Card;Next Day;Yes;Annually;97;573;672
1674;Cash;Two Day;Yes;Bi Weekly;68;574;673
1675;PayPal;Free Shipping;Yes;Bi Weekly;79;575;674
1676;Venmo;Express;Yes;Monthly;86;576;675
1677;Venmo;Two Day;Yes;Every Three Months;68;577;676
1678;PayPal;Store Pickup;Yes;Annually;52;578;677
1679;Debit Card;Next Day;Yes;Fortnightly;90;579;678
1680;Debit Card;Free Shipping;Yes;Annually;41;580;679
1681;PayPal;Free Shipping;Yes;Weekly;80;581;680
1682;Credit Card;Store Pickup;Yes;Every Three Months;100;582;681
1683;Debit Card;Store Pickup;Yes;Quarterly;77;583;682
1684;PayPal;Store Pickup;Yes;Monthly;78;584;683
1685;PayPal;Free Shipping;Yes;Monthly;94;585;684
1686;Credit Card;Next Day;Yes;Every Three Months;23;586;685
1687;Venmo;Two Day;Yes;Annually;20;587;686
1688;PayPal;Express;Yes;Every Three Months;86;588;687
1689;Debit Card;Standard;Yes;Quarterly;60;589;688
1690;Debit Card;Two Day;Yes;Annually;70;590;689
1691;Credit Card;Standard;Yes;Fortnightly;39;591;690
1692;Credit Card;Store Pickup;Yes;Bi Weekly;37;592;691
1693;Venmo;Free Shipping;Yes;Every Three Months;29;593;692
1694;Cash;Store Pickup;Yes;Every Three Months;35;594;693
1695;Cash;Next Day;Yes;Monthly;83;595;694
1696;Credit Card;Next Day;Yes;Quarterly;77;596;695
1697;PayPal;Store Pickup;Yes;Annually;37;597;696
1698;Bank Transfer;Standard;Yes;Fortnightly;69;598;697
1699;Credit Card;Two Day;Yes;Every Three Months;66;599;698
1700;Cash;Standard;Yes;Every Three Months;26;600;699
1701;Debit Card;Two Day;Yes;Monthly;63;601;700
1702;Cash;Store Pickup;Yes;Fortnightly;38;602;701
1703;Venmo;Next Day;Yes;Every Three Months;58;603;702
1704;Debit Card;Two Day;Yes;Every Three Months;46;604;703
1705;Bank Transfer;Store Pickup;Yes;Every Three Months;92;605;704
1706;Debit Card;Standard;Yes;Weekly;32;606;705
1707;Credit Card;Standard;Yes;Monthly;90;607;706
1708;PayPal;Next Day;Yes;Monthly;23;608;707
1709;Debit Card;Next Day;Yes;Every Three Months;25;609;708
1710;Cash;Next Day;Yes;Fortnightly;54;610;709
1711;Debit Card;Free Shipping;Yes;Every Three Months;72;611;710
1712;Credit Card;Store Pickup;Yes;Monthly;33;612;711
1713;PayPal;Express;Yes;Quarterly;43;613;712
1714;Cash;Standard;Yes;Bi Weekly;51;614;713
1715;Cash;Standard;Yes;Bi Weekly;85;615;714
1716;Debit Card;Next Day;Yes;Annually;100;616;715
1717;Cash;Free Shipping;Yes;Every Three Months;72;617;716
1718;Debit Card;Standard;Yes;Quarterly;57;618;717
1719;Credit Card;Express;Yes;Bi Weekly;94;619;718
1720;Debit Card;Store Pickup;Yes;Every Three Months;34;620;719
1721;PayPal;Two Day;Yes;Every Three Months;89;621;720
1722;Debit Card;Store Pickup;Yes;Weekly;27;622;721
1723;Credit Card;Next Day;Yes;Fortnightly;63;623;722
1724;Bank Transfer;Standard;Yes;Bi Weekly;70;624;723
1725;Venmo;Express;Yes;Annually;87;625;724
1726;Venmo;Next Day;Yes;Weekly;79;626;725
1727;Credit Card;Standard;Yes;Annually;79;627;726
1728;Venmo;Express;Yes;Monthly;44;628;727
1729;Venmo;Two Day;Yes;Monthly;85;629;728
1730;Bank Transfer;Standard;Yes;Annually;90;630;729
1731;Cash;Two Day;Yes;Annually;94;631;730
1732;Venmo;Store Pickup;Yes;Fortnightly;68;632;731
1733;Venmo;Next Day;Yes;Fortnightly;51;633;732
1734;Bank Transfer;Express;Yes;Quarterly;33;634;733
1735;Bank Transfer;Standard;Yes;Weekly;60;635;734
1736;PayPal;Two Day;Yes;Quarterly;59;636;735
1737;Cash;Store Pickup;Yes;Every Three Months;30;637;736
1738;Cash;Two Day;Yes;Fortnightly;20;638;737
1739;Venmo;Express;Yes;Monthly;20;639;738
1740;Credit Card;Two Day;Yes;Annually;24;640;739
1741;Debit Card;Store Pickup;Yes;Fortnightly;88;641;740
1742;Venmo;Two Day;Yes;Every Three Months;78;642;741
1743;Credit Card;Two Day;Yes;Bi Weekly;25;643;742
1744;Venmo;Next Day;Yes;Every Three Months;57;644;743
1745;Venmo;Next Day;Yes;Weekly;93;645;744
1746;Credit Card;Express;Yes;Bi Weekly;42;646;745
1747;Debit Card;Standard;Yes;Bi Weekly;54;647;746
1748;Bank Transfer;Express;Yes;Fortnightly;70;648;747
1749;Bank Transfer;Store Pickup;Yes;Weekly;31;649;748
1750;Credit Card;Store Pickup;Yes;Every Three Months;93;650;749
1751;Venmo;Next Day;Yes;Annually;40;651;750
1752;PayPal;Next Day;Yes;Fortnightly;32;652;751
1753;PayPal;Free Shipping;Yes;Weekly;27;653;752
1754;Credit Card;Two Day;Yes;Fortnightly;68;654;753
1755;Bank Transfer;Two Day;Yes;Annually;59;655;754
1756;Debit Card;Free Shipping;Yes;Monthly;36;656;755
1757;Debit Card;Standard;Yes;Quarterly;23;657;756
1758;PayPal;Free Shipping;Yes;Quarterly;80;658;757
1759;Debit Card;Store Pickup;Yes;Weekly;37;659;758
1760;Debit Card;Two Day;Yes;Weekly;52;660;759
1761;Debit Card;Two Day;Yes;Quarterly;79;661;760
1762;Cash;Store Pickup;Yes;Quarterly;68;662;761
1763;Debit Card;Express;Yes;Bi Weekly;98;663;762
1764;Cash;Express;Yes;Monthly;83;664;763
1765;Cash;Express;Yes;Bi Weekly;83;665;764
1766;Cash;Two Day;Yes;Annually;55;666;765
1767;Cash;Free Shipping;Yes;Quarterly;26;667;766
1768;Debit Card;Standard;Yes;Quarterly;76;668;767
1769;Credit Card;Express;Yes;Monthly;85;669;768
1770;PayPal;Free Shipping;Yes;Bi Weekly;89;670;769
1771;Credit Card;Next Day;Yes;Bi Weekly;41;671;770
1772;PayPal;Express;Yes;Weekly;30;672;771
1773;Cash;Two Day;Yes;Quarterly;53;673;772
1774;Cash;Free Shipping;Yes;Bi Weekly;66;674;773
1775;Venmo;Store Pickup;Yes;Annually;33;675;774
1776;Credit Card;Two Day;Yes;Annually;86;676;775
1777;Debit Card;Two Day;Yes;Bi Weekly;60;677;776
1778;PayPal;Express;Yes;Annually;62;678;777
1779;Credit Card;Store Pickup;Yes;Every Three Months;74;679;778
1780;PayPal;Express;Yes;Fortnightly;95;680;779
1781;Venmo;Express;Yes;Annually;25;681;780
1782;PayPal;Two Day;Yes;Every Three Months;59;682;781
1783;Debit Card;Standard;Yes;Bi Weekly;29;683;782
1784;Venmo;Free Shipping;Yes;Monthly;36;684;783
1785;Bank Transfer;Express;Yes;Monthly;82;685;784
1786;Credit Card;Standard;Yes;Fortnightly;71;686;785
1787;PayPal;Two Day;Yes;Fortnightly;35;687;786
1788;Cash;Free Shipping;Yes;Quarterly;38;688;787
1789;Cash;Store Pickup;Yes;Monthly;59;689;788
1790;Cash;Express;Yes;Every Three Months;91;690;789
1791;Bank Transfer;Standard;Yes;Weekly;68;691;790
1792;Credit Card;Standard;Yes;Bi Weekly;21;692;791
1793;Venmo;Two Day;Yes;Every Three Months;95;693;792
1794;Credit Card;Free Shipping;Yes;Every Three Months;52;694;793
1795;Venmo;Two Day;Yes;Every Three Months;21;695;794
1796;Bank Transfer;Next Day;Yes;Every Three Months;67;696;795
1797;Bank Transfer;Standard;Yes;Monthly;42;697;796
1798;Bank Transfer;Free Shipping;Yes;Quarterly;63;698;797
1799;PayPal;Standard;Yes;Weekly;41;699;798
1800;Bank Transfer;Two Day;Yes;Weekly;46;700;799
1801;Venmo;Standard;Yes;Monthly;79;701;800
1802;Cash;Next Day;Yes;Every Three Months;90;702;801
1803;Bank Transfer;Store Pickup;Yes;Weekly;71;703;802
1804;Debit Card;Standard;Yes;Weekly;87;704;803
1805;Venmo;Express;Yes;Annually;66;705;804
1806;PayPal;Free Shipping;Yes;Quarterly;90;706;805
1807;Venmo;Express;Yes;Weekly;47;707;806
1808;Debit Card;Next Day;Yes;Annually;38;708;807
1809;Cash;Store Pickup;Yes;Fortnightly;50;709;808
1810;Debit Card;Standard;Yes;Monthly;79;710;809
1811;Bank Transfer;Standard;Yes;Fortnightly;91;711;810
1812;PayPal;Two Day;Yes;Bi Weekly;60;712;811
1813;Credit Card;Next Day;Yes;Quarterly;81;713;812
1814;Bank Transfer;Express;Yes;Bi Weekly;90;714;813
1815;Venmo;Store Pickup;Yes;Fortnightly;70;715;814
1816;Venmo;Express;Yes;Quarterly;63;716;815
1817;PayPal;Express;Yes;Bi Weekly;29;717;816
1818;Debit Card;Express;Yes;Every Three Months;90;718;817
1819;Bank Transfer;Standard;Yes;Annually;22;719;818
1820;Venmo;Next Day;Yes;Bi Weekly;22;720;819
1821;Bank Transfer;Free Shipping;Yes;Weekly;62;721;820
1822;Debit Card;Next Day;Yes;Every Three Months;57;722;821
1823;PayPal;Store Pickup;Yes;Bi Weekly;32;723;822
1824;Cash;Express;Yes;Monthly;53;724;823
1825;Cash;Store Pickup;Yes;Every Three Months;79;725;824
1826;Cash;Standard;Yes;Fortnightly;61;726;825
1827;PayPal;Next Day;Yes;Every Three Months;78;727;826
1828;Credit Card;Next Day;Yes;Every Three Months;97;728;827
1829;Debit Card;Next Day;Yes;Every Three Months;78;729;828
1830;Venmo;Express;Yes;Every Three Months;56;730;829
1831;Venmo;Standard;Yes;Fortnightly;25;731;830
1832;Credit Card;Free Shipping;Yes;Fortnightly;28;732;831
1833;Cash;Express;Yes;Bi Weekly;57;733;832
1834;Cash;Two Day;Yes;Bi Weekly;36;734;833
1835;Venmo;Express;Yes;Every Three Months;69;735;834
1836;Venmo;Two Day;Yes;Bi Weekly;48;736;835
1837;Debit Card;Two Day;Yes;Every Three Months;58;737;836
1838;PayPal;Store Pickup;Yes;Annually;24;738;837
1839;Credit Card;Two Day;Yes;Quarterly;31;739;838
1840;Cash;Free Shipping;Yes;Bi Weekly;29;740;839
1841;Bank Transfer;Next Day;Yes;Fortnightly;69;741;840
1842;Debit Card;Free Shipping;Yes;Every Three Months;79;742;841
1843;Debit Card;Express;Yes;Quarterly;39;743;842
1844;PayPal;Free Shipping;Yes;Weekly;84;744;843
1845;Debit Card;Next Day;Yes;Bi Weekly;66;745;844
1846;Credit Card;Standard;Yes;Monthly;92;746;845
1847;Debit Card;Free Shipping;Yes;Annually;45;747;846
1848;Venmo;Next Day;Yes;Weekly;74;748;847
1849;Bank Transfer;Free Shipping;Yes;Quarterly;39;749;848
1850;Bank Transfer;Standard;Yes;Quarterly;71;750;849
1851;Bank Transfer;Free Shipping;Yes;Annually;95;751;850
1852;Credit Card;Free Shipping;Yes;Monthly;72;752;851
1853;Cash;Two Day;Yes;Every Three Months;85;753;852
1854;Credit Card;Store Pickup;Yes;Quarterly;54;754;853
1855;Cash;Store Pickup;Yes;Quarterly;41;755;854
1856;Venmo;Free Shipping;Yes;Weekly;24;756;855
1857;Cash;Standard;Yes;Fortnightly;99;757;856
1858;Debit Card;Store Pickup;Yes;Quarterly;32;758;857
1859;Bank Transfer;Two Day;Yes;Every Three Months;71;759;858
1860;Bank Transfer;Next Day;Yes;Fortnightly;49;760;859
1861;Credit Card;Free Shipping;Yes;Annually;50;761;860
1862;Credit Card;Express;Yes;Weekly;91;762;861
1863;Credit Card;Standard;Yes;Fortnightly;46;763;862
1864;Debit Card;Two Day;Yes;Monthly;50;764;863
1865;Bank Transfer;Free Shipping;Yes;Quarterly;39;765;864
1866;Bank Transfer;Store Pickup;Yes;Quarterly;99;766;865
1867;PayPal;Next Day;Yes;Monthly;48;767;866
1868;Cash;Next Day;Yes;Annually;77;768;867
1869;PayPal;Express;Yes;Weekly;95;769;868
1870;Credit Card;Store Pickup;Yes;Monthly;100;770;869
1871;Venmo;Express;Yes;Annually;54;771;870
1872;Credit Card;Next Day;Yes;Fortnightly;68;772;871
1873;Cash;Free Shipping;Yes;Bi Weekly;22;773;872
1874;Venmo;Express;Yes;Bi Weekly;84;774;873
1875;Credit Card;Standard;Yes;Quarterly;46;775;874
1876;PayPal;Store Pickup;Yes;Monthly;53;776;875
1877;PayPal;Standard;Yes;Every Three Months;60;777;876
1878;Credit Card;Express;Yes;Weekly;32;778;877
1879;Cash;Store Pickup;Yes;Annually;50;779;878
1880;Credit Card;Express;Yes;Annually;94;780;879
1881;Venmo;Free Shipping;Yes;Quarterly;26;781;880
1882;PayPal;Store Pickup;Yes;Fortnightly;44;782;881
1883;PayPal;Standard;Yes;Weekly;57;783;882
1884;Debit Card;Next Day;Yes;Fortnightly;65;784;883
1885;Debit Card;Store Pickup;Yes;Every Three Months;72;785;884
1886;Bank Transfer;Next Day;Yes;Fortnightly;62;786;885
1887;Credit Card;Express;Yes;Every Three Months;21;787;886
1888;Bank Transfer;Free Shipping;Yes;Weekly;85;788;887
1889;Venmo;Store Pickup;Yes;Quarterly;51;789;888
1890;Venmo;Standard;Yes;Bi Weekly;84;790;889
1891;Venmo;Store Pickup;Yes;Quarterly;37;791;890
1892;Credit Card;Two Day;Yes;Fortnightly;44;792;891
1893;Venmo;Next Day;Yes;Weekly;45;793;892
1894;Cash;Free Shipping;Yes;Monthly;35;794;893
1895;Bank Transfer;Store Pickup;Yes;Fortnightly;50;795;894
1896;Cash;Store Pickup;Yes;Annually;26;796;895
1897;Debit Card;Two Day;Yes;Annually;78;797;896
1898;Cash;Two Day;Yes;Weekly;82;798;897
1899;Cash;Two Day;Yes;Every Three Months;39;799;898
1900;Venmo;Free Shipping;Yes;Annually;55;800;899
1901;Credit Card;Free Shipping;Yes;Every Three Months;20;801;900
1902;Credit Card;Express;Yes;Fortnightly;29;802;901
1903;Venmo;Next Day;Yes;Weekly;41;803;902
1904;Credit Card;Express;Yes;Every Three Months;38;804;903
1905;Cash;Store Pickup;Yes;Quarterly;47;805;904
1906;Venmo;Next Day;Yes;Monthly;30;806;905
1907;Credit Card;Standard;Yes;Quarterly;56;807;906
1908;Bank Transfer;Express;Yes;Weekly;89;808;907
1909;PayPal;Next Day;Yes;Every Three Months;96;809;908
1910;PayPal;Next Day;Yes;Bi Weekly;81;810;909
1911;Debit Card;Store Pickup;Yes;Bi Weekly;83;811;910
1912;Debit Card;Free Shipping;Yes;Quarterly;35;812;911
1913;PayPal;Standard;Yes;Weekly;56;813;912
1914;Credit Card;Store Pickup;Yes;Annually;45;814;913
1915;Cash;Express;Yes;Monthly;62;815;914
1916;Cash;Next Day;Yes;Bi Weekly;84;816;915
1917;Credit Card;Store Pickup;Yes;Monthly;24;817;916
1918;Credit Card;Store Pickup;Yes;Fortnightly;21;818;917
1919;Cash;Store Pickup;Yes;Monthly;91;819;918
1920;Bank Transfer;Next Day;Yes;Quarterly;36;820;919
1921;Cash;Two Day;Yes;Monthly;39;821;920
1922;Cash;Standard;Yes;Bi Weekly;39;822;921
1923;Cash;Standard;Yes;Annually;59;823;922
1924;PayPal;Free Shipping;Yes;Quarterly;27;824;923
1925;Venmo;Store Pickup;Yes;Quarterly;94;825;924
1926;Venmo;Next Day;Yes;Monthly;94;826;925
1927;Credit Card;Standard;Yes;Weekly;94;827;926
1928;Credit Card;Free Shipping;Yes;Fortnightly;51;828;927
1929;Bank Transfer;Two Day;Yes;Bi Weekly;62;829;928
1930;Debit Card;Two Day;Yes;Fortnightly;57;830;929
1931;Cash;Express;Yes;Annually;76;831;930
1932;Debit Card;Express;Yes;Every Three Months;63;832;931
1933;Credit Card;Express;Yes;Bi Weekly;80;833;932
1934;Debit Card;Standard;Yes;Annually;68;834;933
1935;Debit Card;Free Shipping;Yes;Weekly;89;835;934
1936;Debit Card;Next Day;Yes;Weekly;26;836;935
1937;PayPal;Store Pickup;Yes;Bi Weekly;90;837;936
1938;Credit Card;Express;Yes;Every Three Months;28;838;937
1939;Bank Transfer;Express;Yes;Annually;29;839;938
1940;Cash;Free Shipping;Yes;Every Three Months;31;840;939
1941;Bank Transfer;Two Day;Yes;Weekly;24;841;940
1942;Venmo;Store Pickup;Yes;Fortnightly;88;842;941
1943;Venmo;Express;Yes;Weekly;87;843;942
1944;Cash;Express;Yes;Weekly;80;844;943
1945;PayPal;Express;Yes;Bi Weekly;48;845;944
1946;PayPal;Standard;Yes;Monthly;21;846;945
1947;Bank Transfer;Express;Yes;Quarterly;72;847;946
1948;Bank Transfer;Standard;Yes;Monthly;44;848;947
1949;PayPal;Store Pickup;Yes;Bi Weekly;73;849;948
1950;Debit Card;Express;Yes;Quarterly;61;850;949
1951;Bank Transfer;Store Pickup;Yes;Monthly;20;851;950
1952;Credit Card;Express;Yes;Monthly;86;852;951
1953;Venmo;Next Day;Yes;Every Three Months;60;853;952
1954;PayPal;Free Shipping;Yes;Monthly;43;854;953
1955;Bank Transfer;Free Shipping;Yes;Monthly;44;855;954
1956;Cash;Two Day;Yes;Quarterly;76;856;955
1957;Debit Card;Express;Yes;Fortnightly;33;857;956
1958;Cash;Standard;Yes;Every Three Months;60;858;957
1959;PayPal;Free Shipping;Yes;Weekly;26;859;958
1960;Credit Card;Next Day;Yes;Monthly;73;860;959
1961;Debit Card;Standard;Yes;Monthly;87;861;960
1962;PayPal;Two Day;Yes;Every Three Months;100;862;961
1963;PayPal;Standard;Yes;Fortnightly;84;863;962
1964;PayPal;Standard;Yes;Fortnightly;41;864;963
1965;PayPal;Next Day;Yes;Annually;59;865;964
1966;Bank Transfer;Store Pickup;Yes;Annually;26;866;965
1967;Credit Card;Free Shipping;Yes;Bi Weekly;69;867;966
1968;Debit Card;Free Shipping;Yes;Fortnightly;20;868;967
1969;Credit Card;Next Day;Yes;Every Three Months;83;869;968
1970;PayPal;Two Day;Yes;Weekly;54;870;969
1971;Cash;Standard;Yes;Bi Weekly;66;871;970
1972;Bank Transfer;Next Day;Yes;Quarterly;42;872;971
1973;Cash;Standard;Yes;Quarterly;33;873;972
1974;PayPal;Free Shipping;Yes;Quarterly;77;874;973
1975;PayPal;Free Shipping;Yes;Every Three Months;65;875;974
1976;Venmo;Free Shipping;Yes;Every Three Months;39;876;975
1977;Venmo;Two Day;Yes;Weekly;51;877;976
